OBJECTID,Station,Lat,Long,Grow_Area,land_1000,land_500,land_100,imperv_1000,imperv_500,imperv_100,pct_100,pct_500,pct_1000,pct_l_100,pct_l_500,pct_l_1000
65,WJ014.17,43.843089999999997,-70.080550000000002,WJ,101738,19241,,49786,5909,0,0.0000000,0.7523579,1.5847390,,1.2284185,1.9574200
66,WJ014.20,43.839500000000001,-70.083430000000007,WJ,85186,17698,747,52207,12654,1819,5.7900620,1.6111587,1.6618018,9.7402945,2.8599842,2.4514356
67,WJ014.31,43.836660000000002,-70.083960000000005,WJ,80330,16657,88,53561,10216,0,0.0000000,1.3007426,1.7049010,0.0000000,2.4532628,2.6670485
68,WJ014.41,43.833179999999999,-70.090389999999999,WJ,61421,5868,,64581,2976,0,0.0000000,0.3789164,2.0556788,,2.0286298,4.2057929
69,WJ014.50,43.831470000000003,-70.087180000000004,WJ,65646,14939,607,58007,10668,0,0.0000000,1.3582931,1.8464217,0.0000000,2.8564160,3.5345337
70,WJ014.70,43.822699999999998,-70.093800000000002,WJ,56571,15971,439,47271,6048,0,0.0000000,0.7700559,1.5046840,0.0000000,1.5147455,3.3424191
71,WJ014.80,43.824289999999998,-70.097880000000004,WJ,60671,2129,,122920,0,0,0.0000000,0.0000000,3.9126685,,0.0000000,8.1040363
72,WJ014.90,43.819499999999998,-70.100380000000001,WJ,49722,6935,,120196,14091,0,0.0000000,1.7941234,3.8259606,,8.1274691,9.6694422
73,WJ015.00,43.818730000000002,-70.098280000000003,WJ,45460,13441,559,83784,13733,174,0.5538597,1.7485414,2.6669297,1.2450805,4.0868983,7.3721075
74,WJ015.50,43.814070000000001,-70.102429999999998,WJ,31244,11061,86,84789,17476,0,0.0000000,2.2251153,2.6989200,0.0000000,6.3198624,10.8550758
75,WJ016.00,43.809690000000003,-70.100819999999999,WJ,19264,6786,555,26302,9541,1340,4.2653561,1.2147989,0.8372194,9.6576576,5.6239314,5.4613786
76,WJ017.00,43.817689999999999,-70.088409999999996,WJ,48864,16501,671,33068,7963,341,1.0854377,1.0138816,1.0525880,2.0327868,1.9303073,2.7069416
77,WJ017.50,43.821350000000002,-70.081170000000000,WJ,54103,12050,476,34218,5474,0,0.0000000,0.6969719,1.0891937,0.0000000,1.8170954,2.5298412
78,WJ017.80,43.826290000000000,-70.081019999999995,WJ,77378,19406,589,52292,17443,0,0.0000000,2.2209136,1.6645075,0.0000000,3.5953829,2.7031972
79,WJ018.00,43.828580000000002,-70.076179999999994,WJ,87816,23119,803,65737,21240,1839,5.8537235,2.7043631,2.0924754,9.1606474,3.6748993,2.9943063
80,WJ018.20,43.824990000000000,-70.075680000000006,WJ,65761,9373,454,59936,8366,443,1.4101139,1.0651931,1.9078238,3.9030838,3.5702550,3.6456866
81,WJ018.60,43.826419999999999,-70.065839999999994,WJ,80923,20076,332,97435,16583,231,0.7352965,2.1114149,3.1014550,2.7831326,3.3040447,4.8161831
82,WJ018.90,43.821970000000000,-70.065140000000000,WJ,58173,12431,594,120455,32963,2728,8.6835012,4.1969829,3.8342049,18.3703709,10.6067095,8.2825365
83,WJ019.00,43.819679999999998,-70.062470000000005,WJ,41076,19799,688,112277,63003,2843,9.0495577,8.0217981,3.5738909,16.5290699,12.7285213,10.9335861
84,WJ024.00,43.810189999999999,-70.069519999999997,WJ,15842,2824,426,35044,10691,1412,4.4945393,1.3612216,1.1154861,13.2582159,15.1430597,8.8483782
85,WJ026.00,43.823300000000003,-70.056410000000000,WJ,49104,16902,780,102363,43564,2941,9.3615017,5.5467453,3.2583182,15.0820513,10.3097858,8.3384657
86,WJ027.30,43.841769999999997,-70.042389999999997,WJ,75109,20964,918,77363,26991,851,2.7088194,3.4366038,2.4625428,3.7080610,5.1499715,4.1200390
87,WJ027.50,43.851500000000001,-70.029759999999996,WJ,62702,16180,773,54783,14170,0,0.0000000,1.8041819,1.7437985,0.0000000,3.5030901,3.4948168
88,WJ031.50,43.860140000000001,-70.014189999999999,WJ,65733,16729,1122,54606,12032,778,2.4764531,1.5319631,1.7381644,2.7736185,2.8769202,3.3228972
89,WJ032.00,43.858409999999999,-70.008409999999998,WJ,36367,8620,535,14738,4299,0,0.0000000,0.5473661,0.4691255,0.0000000,1.9948956,1.6210301
90,WJ032.50,43.866740000000000,-69.997140000000002,WJ,69425,15246,440,74081,13873,0,0.0000000,1.7663667,2.3580735,0.0000000,3.6397743,4.2682605
91,WJ033.00,43.867649999999998,-69.993279999999999,WJ,75877,13779,606,102788,21337,3276,10.4278402,2.7167134,3.2718465,21.6237621,6.1940637,5.4186645
92,WJ033.20,43.866779999999999,-69.986210000000000,WJ,86932,15054,,118686,13482,0,0.0000000,1.7165830,3.7778959,,3.5823038,5.4610958
93,WJ033.70,43.863950000000003,-69.986410000000006,WJ,76801,16857,391,102867,15427,105,0.3342257,1.9642283,3.2743611,1.0741688,3.6606750,5.3575864
94,WJ034.00,43.861789999999999,-69.990129999999994,WJ,60968,12287,810,77831,13693,1650,5.2521176,1.7434484,2.4774399,8.1481485,4.4577193,5.1063509
95,WJ035.00,43.849699999999999,-69.999780000000001,WJ,43342,14339,448,68532,22934,1007,3.2053833,2.9200501,2.1814432,8.9910717,6.3976569,6.3247657
96,WJ038.00,43.825470000000003,-70.026100000000000,WJ,17269,7471,489,64011,24026,1293,4.1157503,3.0590880,2.0375352,10.5766869,12.8636055,14.8267994
97,WJ046.00,43.826009999999997,-70.019999999999996,WJ,33993,12777,548,85793,48103,858,2.7311010,6.1246696,2.7308784,6.2627735,15.0592470,10.0953722
98,WJ047.00,43.832769999999996,-70.011020000000002,WJ,41086,14995,790,100703,45016,6659,21.1962738,5.7316198,3.2054787,33.7164574,12.0082693,9.8041182
99,WJ048.00,43.842070000000000,-69.996530000000007,WJ,56851,12751,490,65496,19820,1584,5.0420327,2.5235629,2.0848043,12.9306126,6.2175517,4.6082568
100,WJ048.50,43.853670000000001,-69.984930000000006,WJ,65423,18107,441,74309,20792,0,0.0000000,2.6473219,2.3653309,0.0000000,4.5931406,4.5432954
101,WJ049.00,43.851810000000000,-69.973410000000001,WJ,46096,11115,450,45123,12970,1150,3.6605668,1.6513931,1.4363109,10.2222223,4.6675663,3.9155674
102,WJ049.50,43.855280000000000,-69.960939999999994,WJ,61819,12935,822,72882,18950,1271,4.0457220,2.4127910,2.3199081,6.1849151,5.8600698,4.7158318
103,WJ050.50,43.855449999999998,-69.952190000000002,WJ,69097,12540,607,52976,10926,129,0.4106201,1.3911427,1.6862799,0.8500824,3.4851675,3.0667613
104,WJ051.00,43.847079999999998,-69.957859999999997,WJ,58221,12660,482,66389,22019,405,1.2891561,2.8035486,2.1132293,3.3609958,6.9570298,4.5611720
105,WJ055.00,43.821390000000001,-69.976370000000003,WJ,64003,14787,458,82096,18115,475,1.5119733,2.3064754,2.6131990,4.1484718,4.9002504,5.1307597
106,WJ056.00,43.808030000000002,-69.993539999999996,WJ,51173,10779,481,39889,18047,3121,9.9344597,2.2978172,1.2697073,25.9542618,6.6970963,3.1179724
107,WJ057.00,43.786169999999998,-70.005340000000004,WJ,75552,20246,584,106810,23273,1237,3.9374967,2.9632130,3.3998709,8.4726028,4.5980439,5.6549129
108,WJ058.00,43.777580000000000,-70.017070000000004,WJ,55021,14668,520,87039,26471,3845,12.2390251,3.3703952,2.7705398,29.5769234,7.2187076,6.3276930
109,WJ059.00,43.768830000000001,-70.018879999999996,WJ,72807,17995,793,98746,9416,1576,5.0165682,1.1988834,3.1431854,7.9495587,2.0930259,5.4250827
110,WJ060.00,43.756459999999997,-70.033799999999999,WJ,40640,10931,782,69621,19864,429,1.3655505,2.5291653,2.2161071,2.1943734,7.2688684,6.8524609
111,WJ062.00,43.739690000000003,-70.040999999999997,WJ,12847,4533,601,29171,17652,5918,18.8375950,2.2475243,0.9285426,39.3876877,15.5764399,9.0825872
112,WJ063.00,43.747120000000002,-70.033119999999997,WJ,39515,19023,479,82363,36762,1201,3.8229051,4.6806870,2.6216979,10.0292273,7.7300110,8.3373909
113,WJ064.00,43.754730000000002,-70.030839999999998,WJ,53804,15428,654,102274,25871,1924,6.1242876,3.2940009,3.2554853,11.7675838,6.7075448,7.6034493
114,WJ065.00,43.762200000000000,-70.021749999999997,WJ,77769,20503,711,123467,22422,1719,5.4717517,2.8548601,3.9300799,9.6708860,4.3743844,6.3504481
115,WJ066.00,43.758859999999999,-70.021730000000005,WJ,84613,18731,678,130652,34639,2525,8.0373316,4.4103780,4.1587858,14.8967552,7.3971491,6.1764503
116,WJ067.00,43.749310000000001,-70.024829999999994,WJ,55839,15541,621,95587,38279,831,2.6451573,4.8738379,3.0426314,5.3526568,9.8523903,6.8473291
117,WJ067.50,43.752740000000003,-70.019570000000002,WJ,77664,21171,684,142044,36567,0,0.0000000,4.6558590,4.5214047,0.0000000,6.9088850,7.3158221
118,WJ068.00,43.752809999999997,-70.014730000000000,WJ,92003,25312,910,179713,36493,2835,9.0240927,4.6464372,5.7204471,12.4615383,5.7669091,7.8133540
119,WJ068.50,43.751080000000002,-70.016530000000003,WJ,84754,19093,656,168978,20441,877,2.7915800,2.6026311,5.3787413,5.3475609,4.2824073,7.9749866
120,WJ070.00,43.741470000000000,-70.016900000000007,WJ,24733,7197,676,81454,41646,7843,24.9650650,5.3025379,2.5927634,46.4082832,23.1463108,13.1733313
121,WK002.00,43.747650000000000,-70.002219999999994,WK,54670,12251,455,171056,28777,2190,6.9709926,3.6640046,5.4448862,19.2527466,9.3958044,12.5155296
122,WK004.00,43.758009999999999,-69.998239999999996,WK,24419,4913,280,70525,16642,277,0.8817191,2.1189270,2.2448823,3.9571428,13.5493584,11.5524797
123,WK005.00,43.754669999999997,-70.006540000000001,WK,76131,24218,785,170160,64989,3458,11.0071650,8.2746639,5.4163656,17.6203823,10.7339993,8.9403791
124,WK005.50,43.758330000000001,-70.008480000000006,WK,85087,18215,593,183356,40353,1199,3.8165388,5.1379080,5.8364077,8.0876894,8.8614874,8.6196947
125,WK006.10,43.767930000000000,-70.001480000000001,WK,62030,14889,838,95643,14085,2137,6.8022881,1.7933594,3.0444138,10.2004776,3.7840016,6.1675320
126,WK007.00,43.774369999999998,-69.992099999999994,WK,54568,13574,647,57291,21559,1876,5.9714985,2.7449794,1.8236307,11.5981455,6.3530278,4.1996040
127,WK007.10,43.787280000000003,-69.985939999999999,WK,83975,23030,700,117637,42989,1395,4.4404268,5.4735341,3.7445052,7.9714284,7.4666090,5.6034298
128,WK008.00,43.792580000000001,-69.975859999999997,WK,48132,12804,895,62727,20050,2928,9.3201218,2.5528474,1.9966642,13.0860338,6.2636676,5.2129145
129,WK009.00,43.806590000000000,-69.975560000000002,WK,87770,19996,649,73597,17218,1550,4.9338074,2.1922657,2.3426673,9.5531588,3.4442890,3.3540845
130,WK010.00,43.800199999999997,-69.972080000000005,WK,60661,6667,534,87636,17657,1257,4.0011587,2.2481611,2.7895429,9.4157305,10.5936699,5.7787375
131,WK011.00,43.813499999999998,-69.960049999999995,WK,79059,19651,677,126484,29819,2213,7.0442038,3.7966762,4.0261140,13.0753326,6.0697165,6.3994737
132,WK012.00,43.800849999999997,-69.960870000000000,WK,30657,11268,897,74959,34126,3023,9.6225157,4.3450608,2.3860211,13.4804907,12.1143064,9.7803440
133,WK013.10,43.817889999999998,-69.953440000000001,WK,84654,20555,553,134295,47029,2382,7.5821481,5.9879231,4.2747464,17.2296562,9.1518364,6.3455949
134,WK013.20,43.830219999999997,-69.947940000000003,WK,81318,14006,457,75060,14817,1565,4.9815540,1.8865607,2.3892360,13.6980305,4.2316151,3.6921716
135,WK013.30,43.834110000000003,-69.952050000000000,WK,82997,20523,593,81251,13648,666,2.1199455,1.7377188,2.5863018,4.4924116,2.6600399,3.9158523
136,WK014.00,43.852580000000003,-69.941900000000004,WK,73575,18812,52,46580,3951,0,0.0000000,0.5030574,1.4826887,0.0000000,0.8401021,2.5323820
137,WK014.10,43.861690000000003,-69.936989999999994,WK,93047,19810,556,59554,22823,1283,4.0839195,2.9059172,1.8956643,9.2302160,4.6083798,2.5601685
138,WK014.20,43.853169999999999,-69.930790000000002,WK,66528,16770,815,47906,14278,204,0.6493527,1.8179330,1.5248966,1.0012270,3.4056053,2.8803511
139,WK014.30,43.847839999999998,-69.934320000000000,WK,55620,14826,677,40812,23208,1114,3.5459752,2.9549367,1.2990874,6.5819793,6.2614326,2.9350593
140,WK014.40,43.840249999999997,-69.938220000000001,WK,46545,7473,332,29861,5100,581,1.8493820,0.6493527,0.9505060,7.0000000,2.7298274,2.5662048
141,WK015.10,43.834139999999998,-69.927189999999996,WK,79319,13593,133,48312,4215,263,0.8371557,0.5366709,1.5378200,7.9097743,1.2403443,2.4363394
142,WK017.00,43.809440000000002,-69.931250000000006,WK,94806,23966,564,170010,35599,1697,5.4017234,4.5326095,5.4115911,12.0354614,5.9415841,7.1729636
143,WK018.00,43.850520000000003,-69.924769999999995,WK,75499,17648,301,63987,13854,0,0.0000000,1.7639476,2.0367713,0.0000000,3.1400726,3.3900847
144,WK018.10,43.856960000000001,-69.919110000000003,WK,86875,19622,631,121597,36507,1193,3.7974401,4.6482196,3.8705559,7.5625992,7.4420547,5.5987110
145,WK019.80,43.813369999999999,-69.943520000000007,WK,74216,22443,652,101134,44858,6392,20.3463860,5.7115026,3.2191980,39.2147255,7.9950094,5.4507923
146,WK020.00,43.814419999999998,-69.943280000000001,WK,76160,25333,792,101875,43892,2999,9.5461216,5.5885077,3.2427847,15.1464643,6.9304070,5.3505778
147,WK022.00,43.795479999999998,-69.945250000000001,WK,63211,15005,696,107684,27501,3369,10.7238693,3.5015390,3.4276910,19.3620682,7.3311563,6.8142571
148,WK023.00,43.781599999999997,-69.954939999999993,WK,75835,20421,575,136331,43500,843,2.6833546,5.5385966,4.3395543,5.8643479,8.5206404,7.1909275
149,WK023.10,43.785519999999998,-69.965209999999999,WK,40170,11875,557,59561,27483,2487,7.9163737,3.4992473,1.8958871,17.8599644,9.2574320,5.9308939
150,WK023.20,43.792149999999999,-69.957909999999998,WK,43057,10541,282,52917,2509,0,0.0000000,0.3194561,1.6844019,0.0000000,0.9520918,4.9159951
151,WK024.00,43.774279999999997,-69.966949999999997,WK,76299,22453,865,135828,44964,2814,8.9572477,5.7249990,4.3235431,13.0127163,8.0103331,7.1208272
152,WK025.00,43.762760000000000,-69.979179999999999,WK,55346,15587,749,174622,62610,1654,5.2648501,7.9717593,5.5583954,8.8331108,16.0672359,12.6203880
153,WK042.00,43.773960000000002,-69.954610000000002,WK,61516,14209,698,119569,25816,3047,9.6989107,3.2869980,3.8060026,17.4613190,7.2675066,7.7748227
154,WK044.00,43.793239999999997,-69.942419999999998,WK,70763,22035,492,114516,32505,578,1.8398327,4.1386685,3.6451607,4.6991868,5.9006128,6.4732132
155,WK044.50,43.783709999999999,-69.944940000000003,WK,79542,16784,643,102925,18442,458,1.4578605,2.3481104,3.2762072,2.8491447,4.3951383,5.1758819
156,WK048.00,43.774679999999996,-69.943020000000004,WK,44671,16107,466,72675,33477,795,2.5305657,4.2624278,2.3133190,6.8240342,8.3136520,6.5075774
157,WK052.00,43.779000000000003,-69.934899999999999,WK,53127,14971,669,61964,17612,1831,5.8282590,2.2424314,1.9723771,10.9476833,4.7056308,4.6653490
158,WK052.10,43.789900000000003,-69.935180000000003,WK,65333,22605,783,104019,28919,1563,4.9751878,3.6820846,3.3110304,7.9846745,5.1172748,6.3685427
159,WK052.80,43.793340000000001,-69.933880000000002,WK,72006,16800,600,138301,40863,538,1.7125087,5.2028432,4.4022613,3.5866666,9.7292852,7.6827488
160,WK052.90,43.794559999999997,-69.928870000000003,WK,53264,7792,325,113805,21728,173,0.5506766,2.7664971,3.6225288,2.1292307,11.1540041,8.5464859
161,WK053.00,43.800390000000000,-69.933580000000006,WK,85406,23109,708,192383,60156,2647,8.4256697,7.6593060,6.1237464,14.9548025,10.4125662,9.0102806
162,WK053.50,43.805599999999998,-69.931299999999993,WK,88509,25042,729,182424,48006,3676,11.7010813,6.1123190,5.8067412,20.1700954,7.6680775,8.2443142
163,WK054.50,43.809669999999997,-69.921610000000001,WK,62531,14473,518,105413,36464,603,1.9194102,4.6427445,3.3554029,4.6563706,10.0777998,6.7430873
164,WK055.00,43.830849999999998,-69.915920000000000,WK,100367,25321,665,125819,51647,6004,19.1113415,6.5759058,4.0049467,36.1142845,8.1587620,5.0143571
165,WK056.00,43.835880000000003,-69.913309999999996,WK,115897,28964,942,126178,44096,3041,9.6798115,5.6144819,4.0163741,12.9129515,6.0897665,4.3548322
166,WK057.00,43.824179999999998,-69.914249999999996,WK,68269,11494,265,117733,40622,828,2.6356082,5.1721582,3.7475610,12.4981136,14.1367674,6.8981824
167,WK058.00,43.826999999999998,-69.911529999999999,WK,74147,17428,727,151768,26178,2782,8.8553886,3.3330894,4.8309298,15.3067398,6.0082626,8.1874113
168,WK059.20,43.829250000000002,-69.904349999999994,WK,92890,24894,1019,201690,62275,5436,17.3033409,7.9291058,6.4199977,21.3385677,10.0064268,8.6851110
169,WK060.00,43.825820000000000,-69.904330000000002,WK,77265,16069,606,178454,42903,3681,11.7169971,5.4625840,5.6803722,24.2970295,10.6796942,9.2385426
