X,Y,OBJECTID,Station,Class,Count_,MFCount,GM,SDV,MAX_,P90,Appd_Std,Restr_Std,Lat_DD,Long_DD,Grow_Area,GlobalID
588152.5186,4921804.517799999565,575,EK008.00,A,30,30,3.3,0.37,24,10,31,163,44.4441699998278,-67.8921900005212,EK,d1270812-816d-42a3-85f6-36c0a6a2e066
586677.150299999862909,4921012.5874,576,EK008.50,A,30,30,3.1,0.41,66,10.6,31,163,44.4372200001529,-67.9108599996889,EK,4c7f7c39-b1bd-4fcf-8cf7-83ffbb3fee68
586580.392199999652803,4919249.313899999484,577,EK008.90,P,30,30,2.7,0.4,66,9,31,163,44.4213599996456,-67.9123700003017,EK,de31a817-d4f0-4a31-a058-89fbd97fd6b6
588427.750199999660254,4921639.3823,579,EL001.00,A,30,30,2.2,0.19,16,4,31,163,44.4426499997555,-67.8887600004015,EL,f02bd6c5-ae81-40a1-a02b-652d03285d51
588833.032700000330806,4922676.9967,582,EL004.00,R,30,30,2.3,0.25,36,4.9,31,163,44.4519400003846,-67.883489999907,EL,a4f8ad1b-e653-4f92-9a5a-868af22f18ca
589302.185200000181794,4923051.1512,584,EL006.00,A,30,30,2.5,0.33,38,6.9,31,163,44.4552499998226,-67.8775299998007,EL,32ebbeef-edb5-46a5-86d3-8d833932e945
588592.458599999547005,4924915.672,585,EL007.00,A,30,30,2.6,0.26,22,5.8,31,163,44.4721199996706,-67.8861300004139,EL,2ad7bb76-5732-477d-a415-6890bceee2e2
589639.443699999712408,4924793.366299999878,586,EL008.00,A,30,30,2.2,0.22,24,4.3,31,163,44.4708900003118,-67.8729899998013,EL,66af9c1a-fb7c-41e3-aee3-636b353f3019
589602.046299999579787,4926237.133199999109,588,EL009.80,A,30,30,2.8,0.41,104,9.8,31,163,44.4838899998825,-67.8732100000559,EL,8903e7f3-d43d-4c68-bbe1-a31606b9c0bf
589823.22580000013113,4925425.8311,591,EL011.00,A,30,30,2.6,0.48,520,11,31,163,44.4765599999873,-67.8705700006284,EL,d98e2b48-e226-46a1-9a74-e0eea8150e2a
590198.718500000424683,4925537.683399999514,593,EL013.00,A,30,30,3.1,0.47,124,12.6,31,163,44.4775199998415,-67.8658300000278,EL,351925b4-154a-4fa7-a0fc-fe58de2ac89f
590983.021200000308454,4927299.5372,594,EL014.00,A,30,30,4.2,0.58,820,23.8,31,163,44.4932800002077,-67.8556599999473,EL,87a9ab48-5639-47ab-8a66-591d3ea28d1c
591101.33,4928333.3114,596,EL015.00,R,30,30,4.3,0.68,1120,32.5,31,163,44.5025700000543,-67.8539900004842,EL,121a0415-806c-47a7-9360-cda3a6a872e5
591197.593899999745,4928782.3947,599,EL017.80,A,30,30,2.7,0.33,76,7.3,31,163,44.5065999996483,-67.8527000002465,EL,5f88358a-d5e1-4558-9397-a44df8a65882
